"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"11",21,5,1,7,1,2,2,1,5,1,3,5,3,6,1,4,1,3,12,1,1,355,167,3,1,3,39,189,1,34,7,22,2,1,1,1,2,4,2,2,59,1,1,90,1,2,1,4,18,3,2,130,5,3,2,1,1,7,4,109,1,3,1,5,1,10,4,3,3,10,1,6,2,1,4,10,87,1,8,32,1,2,52,2,2,178,2,1,8,1,11,7,5,2,1,2,5,102,1,3,2,3,1,3,1,2,1,3,41,1,12,4,14,4,1,61,1,1,44,1,1,1,8,17,1,42,3,15,5,58,1,2,49,2,6,3,2,4,13,20,1,1,2,2,11,30,2,2,1,1,4,7,9,11,25,1,54,42,9,8,12,87,1,2,67,2,13,10,1,6,1,2,1,8,2,1,40,4,13,24,1,25,56,372,6,13,1,2,3,6,1,128,13,1,47,45,98,9,1,4
"12",72,2,4,57,9,44,13,2,64,8,114,3,2,2,53,128,108,1,21,3,9,3,5,18,2,29,76,8,138,1,93,1,3,6,34,39,1,3,13,6,6,8,360,5,57,1,224,30,2,36,9,4,60,2,22,94,8,399,1,14,11,1,8,60,3,339,1,1,4,3,40,83,4,4,11,35,4,25,3,4,9,1,23,14,5,8,38,18,4,3,171,1,39,1,5,129,2,103,15,6,130,2,6,9,2,1,37,11,90,14,1,1,26,14,7,9,7,2,24,299,3,4,1,37,10,2,11,14,8,54,93,55,62,12,73,1,16,80,5,4,10,2,5,6,7,36,69,40,31,79,1,1,44,1,543,2,89,96,2,2,30,1,52,3,2,12,9,1,4,9,18,194,23,5,40,2,24,2,6,1,41,1,1,16,8,1,127,1,4,1,3,1,5,11,3,27,277,2,6,25
"13",14,3,10,5,307,252,41,348,2,38,38,14,19,4,43,6,100,10,346,61,4,323,51,6,6,4,28,20,76,76,192,34,266,209,26,11,330,112,161,16,43,3,4,6,21,62,12,771,40,32,72,91,1,56,45,274,2,350,55,33,6,220,56,296,33,138,103,93,2,199,16,243,5,52,10,27,2,163,34,6,22,6,11,49,57,4,3,74,6,5,8,5,21,35,196,6,25,9,79,16,1,178,195,78,178,24,12,13,2,93,17,499,179,112,597,69,3,212,749,23,4,18,2,11,32,3,147,700,240,22,9,53,14,191,1,244,25,477,12,47,30,24,52,10,22,1,14,108,6,90,115,202,298,67,57,5,157,250,21,13,482,17,107,74,15,16,137,2,21,14,505,707,11,28,380,3,63,47,17,298,75,5,20,30,16,5,9,3,18,2,43,3,14,225,108,487,6,669,27,50
"14",78,268,114,43,92,7,4,234,179,27,431,7,32,97,174,109,27,30,20,18,8,118,49,12,723,535,237,16,44,146,10,90,62,32,3,9,3,31,5,11,18,189,2,1,32,23,158,290,21,5,3,40,189,26,152,3,10,57,336,342,86,26,21,1,8,1,14,19,14,1,25,21,24,50,40,1,16,62,46,51,2,25,47,11,6,33,5,359,2,222,76,232,10,21,178,31,82,270,104,78,313,174,8,4,97,60,7,153,60,10,28,108,65,6,47,40,193,148,152,61,62,183,133,28,49,158,80,31,100,27,10,4,11,9,8,559,1,31,1,335,12,3,168,108,314,10,70,91,35,384,31,14,34,9,14,9,108,1,30,1,81,58,661,134,8,1,114,28,34,42,2,60,5,96,9,31,28,3,33,14,246,110,180,198,467,10,79,7,102,12,284,22,83,91,10,1,12,17,99,16
"15",39,4,2,28,40,58,3,359,17,85,1,1,27,30,3,61,3,2,1,14,2,26,140,1,50,28,1,1,5,7,39,63,1,120,10,2,8,5,1,1,106,5,6,2,11,7,2,1,1,1,117,6,10,1,16,133,3,94,6,3,2,96,16,34,9,2,57,16,37,2,42,3,1,2,1,4,26,24,14,83,3,13,1,4,137,126,1,33,1,2,1,3,4,26,8,22,1,14,128,2,59,1,2,1,21,3,3,17,1,91,83,2,271,1,19,1,188,3,75,44,18,11,3,4,2,1,2,8,43,1,2,1,20,11,5,15,6,2,2,17,3,65,1,3,2,78,1,1,70,6,3,2,1,4,5,4,15,14,1,12,85,191,2,1,1,54,78,41,6,11,24,1,110,1,1,11,6,1,12,4,4,117,14,2,3,111,6,4,1,64,2,2,4,2,1,47,8,1,142,173
"16",2,1,2,4,1,5,4,1,1,1,38,5,29,2,2,6,2,1,3,1,2,97,144,1,1,11,8,84,1,79.5,2,1,2,36,6,2,2,2,1,44,30,1,1,52,3,5,2,33,36,25,3,18,1,8,3,1,4,4,99,16,4,1,3,7,14,1,7,14,2,6,1,1,1,1,6,20,280,2,5,27,1,2,12,2,1,2,70,2,33,7,3,9,1,40,1,1,3,1,1,1,15,11,2,4,1,4,2,1,15,2,5,2,6,5,1,5,83,15,45,1,1,5,113,131,2,89,6,2,11,93,6,8,1,20,4,3,3,1,30,107,1,1,2,27,5,78,2,3,1,1,2,4,5.5,39,1,3,2,559,14,173,3,76,5,2,3,10,2,2,9.5,1,9,23,2,24,2,1,19,1,9,2,7,3,2,73,19,4,39,287,3,20,4,50,2,2,128.5,64.5,14,3,2,1
"17",5,46,1,90,54,1,1,3,16,152.5,12,11,4,1,11,36,4,2,17,22,24,17,9,6,2,5,2,4,6,56,7,2,3,10,10,8,46,5,5,13,1,4,5,1,5,8,17,4,3,1,32,143.5,5,1,4,128,1,657,3,3,3,3,2,31,3,305,4,1,4,49,5,164,2,3,1,10,45,1,1,1,2,1,3,56,26,6,2,1,2,4,76,1,2,3,2,4,4,2,10,80.5,19,2,10,1,3,1,18,2,6,1,9,4,7,8,2,1,295,2,47,234,2,4,3,26,16,2,5,44,1,51,101,28,35,15.5,28,8,27,37,3,2,2,2,25.5,1,1,4,5,27.5,3,4,19,2,8,2,953.5,1,9,14,1,2,4,4,4,3,7,77,1,6,1,5,460,3,21,3,26,2,9,2,12,4,40,1,5,32,15,2,53,1,1,1,2,1,5,12,30,138,165,5,10,3
"18",75,11,5,10,243,651.5,7,23,11.5,31,36,3,18,112,4,4,7,157,213,114,16,221,15,3,17,20,95,102,31,824,62,7,11,330,25,137,688,4,58,654,7,2,16,153,21,15.5,466,412,76,54,30,57,2,13,185,16,3,271,77,417,50,44,20,23,2,110,42,9,1,37,108,264.5,6,60.5,9,27,5,125,7,43,4,42,122,26,13,97,10,6,17,31,2,23,4,12,17,60,10,3,53,17,12,116.5,257,6,4,7,11,41,3,548,8,353,23,4,117,33,7,1,179.5,15,9,558,102,24,4,42,843,907,504,30,2,74.5,3,56,47,139,29,42,25,20,217,9,150,3,2,5,4,2,5,57,547,39,738,4,32,45,25,60,8,3,52,1,637.5,87,49,170.5,56,46,8,206,13,139,4,591.5,175,8,483,300.5,18,14.5,740,14,228,9,137,10,22,2,4,4,5,2,404.5,107,10,274,37.5,194,6,17
"19",76,77,3,22.5,7,2,14,60,18,3,156,2,5,9,18,1,146,11,4.5,6,4,5,46,5,562.5,24,227,2,38,8,34,17,17,8,11,58,1,27,3,10,12,558,4,3,13,4,87,3,33,49,1,101,13,3,30,31,71.5,40,35,21,83,12,74.5,3,4,4,24,5,3,1,346.5,3,15,19,11,1,7,5,2,6,3,9,2,1,3,16,5,51,4,3,20,20,13,24,48,254,8,51,8,348,25,4,12,3,11,55,3,12,43,3,14,14,4,3,3,6,72,9,36,3,3,25,8,4,1,160,302,86,313,2,3,3,16,1,2,173,1,5,2,182.5,22,39,41,146,52,1,8,49,6,34,218,7,1,1,3,5,4,1,16,1,26,25,183,5,2,17,564,3,18,3,1,2,1,83,4,7,5,6,5,224.5,652.5,51,4,2,239,8,2,102,134,7.5,14,10,3,5,1,1,235,7,8,9
"20",82,4.5,4,2,106,64,3,12,10,2,1,1,2,5,1,2,1,3,1,126,1,1,44,2,26,1,1,1,3,1,40,104,1,5,1,1,3,1,7,1,6,3,24,2,1,1,3,1,1,4,25,6,3,2,96,14,298,1,1,1,11,2,1,1,1,2,1,3,28,4,2,2,3,14,2,2,8,3,3,4,5,3,1,3,6,31,1,3,1,1,1,2,3,7,4,17,1,4,16,67.5,1,1,1,2,2,2,1,6,1,8,1,3,20,1,28,3,19,81,9,97,5,1,1,1,7,1,2,6,8,1,1,1,2,3,1,16,2,6,1,1,96,99,1,2,4,100,1,1,21.5,192,1,1,2,3,2,2,11,2,2,6,1,55,1,1,1,8,209,1,2,2,3,1,110,1,1,4,1,3,17,3,3,18,1,1,1,7,1,7,6,3,1,6,1,1,2,5,1,4,39.5,10
"21",1,1,9,3,3,2,2,1,1,2,20,6,23,4,2,5,2,1,3,1,3,168,96,1,1,2,5,25,1,54,2,2,2,18,4,2,3,2,2,48,29,1,1,36,3,9,1,12,35,11,6,6,1,5,4,1,2,2,36,11,4,2,3,3,16,2,2,6,3,3,1,2,1,1,2,10,266,2,32,4,2,2,5,3,1,1,54,3,48,8,2,5,3,45,1,1,5,1,1,1,6,6,2,4,2,6,2,1,10,1,2,1,5,3,1,4,42,7,65,1,1,2,46,216,2,27,4,1,4,45,5,32,1,53,3,2,5,1,8,10,1,1,2,3,1,40,4,5,1,1,2,4,16,36,3,4,1,295,6,106,4,67,2,3,4,11,2,3,2,1,12,5,2,22,2,1,9,1,7,4,2,9,4,18,3,4,15,176,3,6,9,17,5,3,32,12,5,3,5,1
"22",9,23,2,55,17,1,1,2,3,82,8,3,1,2,7,6,4,3,11,47,11,4,2,8,2,7,2,7,3,13,7,1,6,7,5,5,7,4,4,15,1,3,3,2,4,2,4,5,2,2,60,88,5,2,1,76,1,656,3,6,3,3,2,40,6,330,5,1,4,26,3,76,3,2,3,8,19,5,1,2,3,1,3,9,9,3,2,1,5,4,63,2,1,4,3,2,4,2,3,54,12,2,6,2,3,2,12,2,4,3,3,5,4,4,2,3,215,2,16,103,3,4,2,23,14,2,2,26,1,17,37,23,6,8,8,3,12,61,4,2,3,2,7,1,2,1,5,7,2,4,8,2,6,3,962,2,9,4,1,2,5,3,4,4,3,18,1,8,1,4,452,3,10,1,14,2,4,3,12,3,126,1,5,15,4,1,16,1,1,1,2,2,4,17,11,36,66,5,3,2
"23",8,8,4,16,203,395,4,24,8,35,18,7,8,103,4,4,21,131,135,155,9,296,12,3,9,17,50,59,11,867,46,12,41,225,7,144,424,5,42,478,6,4,14,121,23,14,406,385,150,17,8,39,3,3,105,14,6,181,120,333,29,35,128,7,3,19,21,5,2,11,59,210,4,48,7,34,3,83,2,25,5,46,80,13,6,39,7,4,34,22,3,9,4,27,11,26,3,4,5,7,11,139,207,6,10,3,13,21,3,431,8,240,30,5,119,32,9,1,132,10,7,539,51,122,7,93,580,819,414,89,3,73,3,21,26,43,83,24,33,9,104,46,144,19,5,2,7,2,6,84,599,14,659,4,8,17,15,100,4,3,79,1,325,11,35,85,24,11,13,104,9,24,6,561,245,7,336,72,21,9,879,11,62,10,97,5,4,2,5,4,3,1,348,41,6,231,7,134,1,10
"24",28,61,3,6,1,8,6,14,9,3,22,2,3,3,9,1,104,4,2,2,2,1,9,5,214,3,202,1,9,2,11,6,3,2,3,8,1,29,1,2,3,741,2,1,9,3,20,3,47,18,1,63,15,4,3,33,83,15,5,12,16,7,56,4,5,6,18,4,1,1,191,3,6,3,5,1,2,4,3,3,4,6,2,1,3,9,3,7,6,2,10,7,6,10,8,50,8,17,2,236,4,4,3,3,4,5,1,9,34,4,5,19,1,2,3,2,35,3,64,3,2,27,5,3,1,70,117,23,38,2,2,2,18,2,1,172,1,3,1,26,2,6,6,147,12,8,3,51,3,9,96,3,2,2,1,3,3,1,8,1,42,88,243,2,2,1,658,1,6,3,1,2,1,44,3,4,2,4,3,25,859,8,2,1,75,2,2,28,115,3,4,3,2,2,1,1,117,4,6,3
"25",20,2,1,2,112,20,7,4,4,1,1,1,2,1,1,2,1,2,1,57,1,2,4,2,3,1,1,2,2,1,10,25,1,1,1,1,2,1,3,1,4,2,7,3,1,1,3,1,1,1,26,5,2,1,12,22,80,1,1,1,5,1,1,1,1,1,8,2,6,2,2,1,2,6,1,2,1,1,4,1,1,3,1,2,2,5,1,2,1,1,1,1,2,2,10,5,1,3,4,69,1,1,1,1,1,1,3,3,1,2,1,2,8,1,8,1,1,9,14,49,4,1,1,1,4,1,1,2,2,1,1,1,5,1,2,13,2,2,2,1,39,38,1,2,4,57,1,1,4,66,1,1,1,1,2,1,12,2,2,4,1,31,1,1,1,2,67,2,3,2,2,1,143,3,1,5,1,2,11,1,1,10,1,2,1,9,1,3,4,2,1,4,1,1,3,2,1,2,21,4
"26",1,1,6,2,1,2,2,1,1,1,13,8,22,3,2,8,1,1,3,1,2,182,97,1,1,2,4,48,1,44,2,2,2,10,3,2,2,1,2,35,34,1,1,33,3,14,1,10,25,11,9,6,1,4,3,1,2,2,36,6,4,2,3,4,10,1,1,6,2,3,1,2,1,1,2,8,210,1,13,8,1,2,5,2,1,1,34,1,49,5,3,4,3,24,1,1,5,1,1,1,3,5,2,3,2,8,1,1,8,1,2,1,4,3,1,5,28,4,42,1,1,2,54,147,1,32,4,1,4,52,4,29,1,48,3,2,6,1,16,24,1,1,2,4,1,29,3,4,1,1,2,4,9,24,3,3,1,408,7,98,2,49,2,2,3,4,2,1,3,1,11,9,1,18,2,1,11,1,7,4,2,6,3,33,4,2,28,186,5,6,7,30,3,2,31,12,5,2,4,1
"27",6,36,2,45,19,1,1,2,4,79,5,3,1,1,16,13,4,3,11,26,11,4,1,6,2,7,2,4,3,13,7,1,5,8,9,5,8,5,3,14,1,2,3,1,6,2,7,3,2,2,65,101,5,2,1,95,1,718,3,2,3,3,2,32,4,330,2,1,4,32,3,88,3,2,3,3,17,2,1,1,3,1,2,13,7,6,2,2,3,4,59,1,1,2,2,2,3,2,2,36,13,2,5,1,3,2,8,2,4,2,4,4,3,4,2,2,167,2,18,101,3,3,2,13,17,2,3,36,1,24,75,17,6,12,11,3,19,36,4,2,2,2,7,1,2,1,4,8,2,3,6,2,5,2,970,1,12,8,1,2,6,2,3,4,4,25,1,5,1,4,527,4,8,1,36,2,6,3,11,3,118,1,5,16,5,1,33,1,1,1,2,2,5,9,13,40,66,4,3,2
"28",11,9,4,12,179,362,3,17,5,52,17,7,8,103,8,4,10,99,216,127,9,235,9,3,8,16,63,50,11,776,77,9,23,492,14,138,526,3,35,368,5,4,15,98,25,8,541,581,114,24,8,24,2,6,103,15,5,194,69,335,15,24,75,7,3,25,43,5,3,51,43,195,4,33,6,24,2,116,2,22,4,43,50,12,8,23,7,5,28,18,2,8,4,25,6,35,2,3,8,6,8,92,146,5,9,3,15,28,3,549,5,246,30,8,113,38,5,1,100,8,6,374,27,59,6,72,799,819,287,46,3,51,2,14,36,65,85,41,27,6,96,18,238,8,3,2,5,2,5,83,529,18,583,4,10,16,35,60,5,3,90,1,395,21,36,102,24,9,8,170,7,101,3,547,151,6,310,118,15,8,948,8,91,5,106,7,4,2,3,2,3,1,321,53,6,278,17,130,1,6
"29",58,95,3,7,4,9,12,33,7,3,85,4,3,4,26,1,102,4,2,2,3,2,12,7,276,14,207,2,15,2,32,7,3,3,2,13,1,21,1,3,3,705,4,2,15,4,21,4,77,30,1,59,16,12,9,17,78,16,21,10,68,6,53,2,12,4,18,4,1,1,275,3,6,6,10,1,8,5,3,5,5,12,3,1,3,9,3,22,5,3,39,12,7,15,26,74,7,32,3,188,5,4,3,4,4,10,2,21,31,5,14,16,1,2,4,4,55,5,58,3,2,15,5,6,2,115,127,48,179,2,2,2,21,3,1,209,1,5,2,68,4,6,12,120,9,7,7,39,3,62,70,3,1,3,1,4,3,1,4,1,37,54,283,5,2,2,670,3,14,3,1,2,2,43,3,3,5,5,3,57,654,31,2,2,69,4,2,35,112,4,5,3,2,6,1,1,109,5,6,3
"30",35,2,1,4,162,25,6,20,9,2,1,1,2,2,1,2,2,2,1,54,1,1,22,2,6,1,1,1,2,1,34,17,1,1,1,1,3,2,4,1,7,3,12,3,1,1,3,1,1,1,45,3,3,1,36,22,101,1,1,1,6,1,1,1,1,2,9,2,7,2,2,1,2,5,1,2,1,3,6,6,2,3,1,3,2,10,1,3,1,1,1,2,2,3,3,4,1,4,10,60,1,1,1,2,1,1,3,5,1,4,1,3,16,1,6,1,18,25,13,71,4,1,1,1,5,1,1,3,2,1,1,1,5,1,2,9,2,2,1,1,57,34,1,2,4,66,1,1,4,85,1,1,2,1,2,2,10,2,2,4,1,33,1,1,1,13,76,2,2,2,2,1,151,3,1,5,1,2,12,2,1,9,1,1,1,12,1,3,4,3,1,4,1,1,2,2,1,3,33,21
"31",2,1,3,2,1,2,1,2,1,1,8,3,17,4,1,5,1,1,2,1,2,26,39,1,1,5,2,25,1,18,2,2,3,49,4,2,2,1,1,27,22,1,1,10,3,11,1,5,15,4,3,1,1,3,1,1,2,2,15,2,1,1,3,3,11,1,4,2,2,4,1,3,2,3,3,6,107,2,9,9,1,3,3.5,3,1,3,11.5,1,27,2,3,3,1,11,1,1,2,1,1,1,3,5,1,4,1,4,1,1,20.5,1,8,1,4,2,1,3,63,11,54,1,1,2,80,81,2,52,1,1,2,87,4,12,1,34,3,2,3,1,4,58,1,2,2,3,2,10,2,2,1,1,1,4,5,7,3,4,1,492,13,55,3,35,1,3,3,4,1,1,3,1,8.5,23,2,9,2,1,20,1,2,5,2,9,4,8,5,2,8,66,5,4,6,39,2,2,7,10,5,2,1,1
