"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"11",4,65,29,11,129,77,2,10,1,1,4,10,9,2,4,6,7,1,4,1,5,1,7,3,61,3,25,22,2,22,258,191,11,7,1,3,1,14,189,7,98,4,25,1,21,22,50,9,1,1,170,28,9,1,1,1,24,4,4,55,6,8,7,19,1,7,3,1,58,6,11,48,8,11,223,21,62,33,33,7,68,47,2,3,1,2,2,3,117,4,65,26,4,2,15,88,1,387,17,1,1,46,1,1,3,88,43,14,10,8,5,8,3,2,3,8,27,143,17,2,20,2,3,29,6,8,1,1,2,8,70,1,2,61,2,40,14,6,11,1,8,1,16,4,4,1,2,9,30,7,12,1,77,9,42,2,433,75,7,6,1,8,86,3,26,1,22,7,15,323,1,32,15,1,16,18,85,105,1,4,3,3,32,49,8,5,3,3,109,23,1,113,1,1,1,3,1,3,3,2
"12",1,2,8,12,362,8,3,6,2,6,1,13,6,3,1,1,17,105,13,3,17,2,4,8,1,2,5,15,17,1,1,94,28,1,8,4,3,4,125,67,128,2,32,2,2,2,64,8,5,3,1,5,21,4,7,33,1,1,29,57,2,3,1,125,5,64,1,3,1,2,1,65,128,1,4,5,38,16,82,26,24,8,1,1,3,1,1,9,107,88,3,1,1,1,13,1,2,54,13,2,2,91,2,3,1,2,3,28,45,1,77,12,4,1,11,5,3,155,37,1,1,1,1,1,105,5,7,2,1,185,1,18,3,5,1,4,1,3,48,2,45,3,339,1,129,7,1,4,75,14,7,3,15,63,2,3,4,2,13,13,11,10,98,1,51,34,372,3,84,12,7,180,86,4,1,12,1,4,6,2,1,166,22,2,1,2,1,5,40,40,2,2,2,2,3,5,27,12,2,1
"13",3,168,10,27,15,7,22,2,95,40,31,22,84,17,8,41,25,96,7,38,1,666,1,22,58,29,28,4,13,4,14,234,13,434,104,73,110,9,2,10,19,3,287,17,47,5,5,193,161,12,16,27,285,102,18,331,138,20,52,53,157,6,2,57,15,498,2,23,4,8,7,327,1,7,31,13,1,72,139,32,61,54,40,22,34,5,19,14,498,2,90,9,21,5,103,8,149,2,74,6,27,43,15,36,19,364,13,103,56,5,227,37,12,4,36,1,69,107,74,37,66,24,241,2,73,154,138,10,3,41,9,9,537,330,3,20,6,12,7,5,27,18,95,48,54,34,9,19,146,1,64,9,58,116,15,4,39,3,18,8,495,31,16,459,147,2,629,29,46,59,6,218,2,3,7,9,317,17,17,51,459,1,45,88,2,3,36,1,84,149,94,3,43,6,5,7,25,91,134,3
"14",11,14,2,16,7,172,6,4,73,3,26,1,2,1,3,390,20,19,18,36,10,130,570,1,36,5,1,246,153,31,9,153,52,104,48,39,35,1,1,21,76,1,3,166,7,132,1,24,3,213,4,1,2,15,35,2,12,65,75,85,1,2,6,4,7,15,152,103,33,125,53,38,405,8,30,258,41,81,103,35,2,2,584,7,2,36,32,118,377,31,14,42,3,82,1,37,3,274,102,266,21,6,110,10,2,12,1,275,2,16,31,5,556,191,170,17,71,1,11,5,111,3,9,48,52,79,213,56,12,45,474,8,60,1,5,3,105,210,66,311,2,13,23,84,1,84,146,3,1,128,2,26,5,1,75,5,3,29,1,2,128,11,1,4,1,76,48,518,14,34,4,4,3,12,5,2,195,2,2,8,16,66,2,6,33,27,32,20,7,2,72,1,11,34,308,8,36,179,1,95
"15",437,1,1,4,8,181,1,3,307,20,16,17,11,11,262,566,12,2,1,6,2,207,69,30,22,1,38,196,11,11,129,7,76,4,10,70,55,3,9,189,8,6,87,5,1,1,3,4,349,34,33,16,1,10,77,25,4,2,191,118,13,26,3,1,14,3,135,14,9,1,84,1,308,69,1,1,4,111,1,10,13,130,14,21,11,7,4,1,4,5,34,40,5,342,11,6,5,9,15,15,42,1,261,7,153,1,23,111,1,4,1,83,1,31,18,55,2,18,8,8,2,5,118,110,15,284,16,76,105,1,13,5,40,170,9,6,5,215,39,95,1,75,120,36,13,19,53,59,2,41,1,8,188,8,8,20,28,8,3,9,14,1,2,2,359,3,74,12,17,245,3,3,1,10,6,1,6,1,8,1,4,6,6,1,6,26,49,33,58,1,67,6,27,87,23,31,6,292,13,105
"16",9.5,2,3,1,8,2,1,6,12,1,2,35.5,4,4,1.5,3,6,1,3,6,2,7,1,4,4,3,24,1,2,13,4,22,1,19,2,24.5,2,2,9,1,1,2,1,1,3,4,9,236.5,1,2,7,2,1,5,3,4,17,16,2,1,31,13.5,1,5,1,1,1,1,2,25,7,1,2,59,9,15,37,7,3,9,5,2,2,2,5,2,3,4,31,5,5,1,2,2,5,5,15,139,1,2,1,32,1,2,3,8,44,1,24,6,1,3,2,1,4,1,4,4,3,1,1,4,5,1.5,2,2,1,3,1,1,3,1,10,1,3,2,3,5,2,1,3,1,17,1,8.5,2,6,2,4,2,4,3,16,2,6,1,20,12,2,2,2,282,15,2,2,1,11,1,12,60,5,4,30,4,1,2,6,3,1,104,4,2,3,3,4,12,4,2,60,1,2,3,3,3,3,2,1,2,156,4
"17",2,1,5,3,97,1,2,3,2,5,3,2,6,2,3,1,1,2,25.5,3,3,2,3,2,1,2,6,2,7,4,5,4,3,1,1,3,1,1,128.5,2,4,4,2,2,1,2,21,6,9,1,2,1,2,4,1,2,1,6,1,4,2,13.5,3,7,2,3,2,2,1,3,5,26,1,1,1,2,25,6,1,2,7,1,1,1,8,3,1,2,1,4,54,2,7,1,17,2,219.5,22,15,5,3,7,2,4,1,2,33,6,3,3,6,1,1,2,3,2,1,29,5,2,14,1,6,1.5,4,3,6,2,2,13,2,2,3,3,1,3,1,4,5,2,5,2,1,2,328,1,1,3,3,1,1,34,1,9,1,2,1,6,3,4,1,1,28,1,1,2,8,3,7,1,2,58.5,10,56,7,1,1,2,2,10,2,4,4,1,3,3,1,4,8,4,1,2,1,1.5,4,3,3,1,1,1
"18",1,4,54.5,9,21,6,4,5,14,3,10,5,9,1,19,2,267,5,4,47,16,29,2,1,6,14,2,4,257.5,2,7,13,4,62,41,232,136,3,6,3,2,5,12,10,12,9,8,3,42,4,47,10,4,10,6,8,4,10,3,3,22,7,2,10,3,14,39,15,7,11,38,283,4,4,5,10,2,5,10,3,18,3,13,3,52,1,21,12,5,9,76,4.5,28,4,41,12,374,34.5,2,12,2,63,9,171,7,35,11,123,5,108,5,2,3,11,2,5,2,9,6,3,3,6,175,3,27,63,9,1,3,36,1,9,125,87,2,6,2,85.5,119,5,30.5,5,2,6,22,7,41,5,5,4,6,39,66.5,6,351.5,6,3,8.5,1,3,50,4,3,5,24,3,158,9,2,374,78,184,3,13,281,22,478,5,10,100,827,3,264,7,1,131,3,7,32,37.5,84,1,2,11,1,1,11,3,18,6
"19",50,9,1,2,5,10,5,4,1,2,5,1,1,3,4,41,3,16,2,12,8,15,11,5,2,21,552,9,6,1,10,2,30,93,38,82,65.5,4,3,8,117,3,18,7,4,3,28.5,25,2,20,1,5,41,11,2,1,3,3,7,392.5,1,1,4,17,5,25,21,4,4,6,9,4,64,2,3,3,9,12,6,4,2,35,4,158,1,6,99,5.5,169,23,2,333,31,10,2,14,2,27,5,3,13,3,7,1,26,4,2,12,1,1,4,5,720,123,17,65,7,53.5,7,12,57,23,78.5,6,1,6,25,13,11,2,17,14,5,18,6,1,12,1,19,93,2,4,19,21,77,52.5,8,1,2,255,2,2,3,3,218.5,8,2,4,4,1,61,6,1,3,45,60,36,25,5,3,3,1,2,22,5,3,4,1,9,2,5,12,9,6,48,2,41,10,66,37.5,9,7,4,658,5,9,58,140,3,30
"20",52,5,2,4,2,30,3,1,22,4,1,4,3,5,21,35,2,194,1,1,1,24,25,8,3,1,20,7,1,3,2,3,2,33,40,1,9,10,1,42,188.5,1,3,3,2,1,1,9,4,16,32,4,3,3,85.5,3,2,1,40,2,116,20,5,2.5,12,7,48,5,3,1,2,3,6,3,4,1,1,27,2,1,40,19,5,5,2,4,2,9,2,20,3,82,1,536,1,1,133,1,67,1,6,1,140,3,57,1,4,21,2,2,2,4,4,13,1,3,3,61,2,4,2,316,9,4,3,1,2,14,6,4,9,3,1,13,10,4,4,18,1,9,1,3,537.5,5,31,67,11,4,10,3,10,1,38,1,2,4,9,3,101,7,4,3,2,6,4,5,1,2,3,27,1,6,1,1,10,6,2,16,6,1,1,1,10,2,2,23.5,6,25,5,13,5,4,5,335,2,5,2,229,2,11
"21",3,2,3,3,1,2,1,4,4,1,2,13,3,5,1,2,11,1,3,3,2,6,2,3,3,3,6,1,1,7,4,6,1,11,1,2,2,2,5,1,2,2,1,2,2,3,8,60,2,1,3,1,1,4,2,3,3,7,2,2,8,11,1,2,1,1,1,1,2,23,2,1,2,22,5,5,6,4,2,6,2,2,1,2,5,3,2,2,18,1,3,1,2,1,2,12,27,103,2,4,2,10,1,4,3,4,43,1,6,4,2,5,1,1,4,1,3,3,2,1,2,2,6,1,1,1,1,3,1,2,3,1,24,1,3,3,3,7,2,2,3,1,3,1,1,1,2,2,1,2,3,2,20,1,4,1,9,10,1,3,1,179,4,2,2,1,3,1,11,78,4,3,7,2,2,1,3,2,1,14,3,2,2,3,3,5,3,2,11,1,1,6,5,2,3,1,2,1,237,2
"22",2,1,4,2,60,1,4,1,2,3,3,2,6,1,2,1,1,2,5,1,3,1,1,1,1,1,2,2,5,4,3,3,3,1,2,1,1,1,70,3,1,5,2,1,1,1,27,2,7,3,1,2,2,1,1,1,1,3,1,3,2,2,3,6,2,3,2,2,1,2,5,5,1,3,1,2,3,7,1,3,4,1,3,1,3,2,1,1,1,2,5,2,4,2,7,2,39,12,6,3,3,2,2,3,1,2,11,5,4,1,3,1,2,2,3,4,1,14,3,2,9,1,1,2,4,3,2,1,2,5,2,2,2,3,1,2,1,3,4,1,4,2,1,2,301,2,1,3,2,1,1,18,1,4,2,2,1,4,2,2,2,1,11,1,1,2,9,3,6,3,3,33,4,21,4,2,1,1,2,3,2,3,1,2,2,3,1,5,2,3,2,1,2,1,4,2,3,2,2,1
"23",1,5,48,7,12,6,5,3,3,4,6,4,5,2,8,3,300,5,4,7,6,17,3,2,5,9,1,3,252,2,7,9,4,25,21,86,38,3,2,4,3,4,8,4,6,14,38,3,63,2,26,5,4,12,11,5,4,10,3,4,14,18,2,4,3,6,52,7,11,7,10,56,4,2,3,7,1,1,8,2,14,4,9,3,11,1,23,10,20,19,41,3,39,3,24,11,483,21,1,5,1,12,7,9,2,10,15,18,5,56,11,3,4,5,2,3,5,2,5,3,4,5,72,4,16,51,9,2,3,6,1,6,72,81,2,5,2,90,27,3,9,3,2,3,61,5,59,6,5,4,5,8,29,5,144,3,3,1,3,4,5,4,3,5,4,3,128,8,2,125,26,186,3,19,51,19,271,4,8,27,611,4,111,5,1,86,2,4,23,12,8,3,1,9,1,3,22,3,5,3
"24",8,6,1,1,6,10,3,6,1,2,4,1,1,3,3,9,3,3,2,8,4,13,8,4,4,12,428,9,3,1,16,2,15,15,6,19,21,4,4,2,46,3,5,5,4,4,33,10,1,6,2,4,10,17,3,4,6,2,5,114,1,1,4,15,5,9,48,4,4,5,4,2,15,4,4,3,4,5,4,4,1,14,2,69,2,5,12,5,37,42,4,404,6,6,3,10,1,6,4,2,9,3,6,2,10,3,1,4,1,2,4,4,405,20,62,31,2,12,4,6,3,14,16,5,2,4,11,10,7,1,5,5,3,14,5,1,28,1,7,27,2,4,7,24,74,14,3,1,3,214,2,3,2,3,102,8,2,3,4,1,38,6,2,3,10,15,25,11,3,1,1,1,2,32,1,3,8,3,3,2,6,5,5,4,7,1,13,6,96,6,4,5,3,668,5,6,27,55,1,11
"25",14,4,2,4,3,7,2,2,9,5,1,9,2,4,13,8,2,33,1,2,1,12,22,5,2,2,9,4,2,3,5,1,2,13,7,4,6,5,1,6,35,1,3,3,3,2,1,6,3,11,6,3,3,2,18,2,2,1,22,1,32,7,5,1,7,4,55,3,3,1,1,3,3,1,2,1,2,3,3,1,9,6,4,4,1,4,3,3,2,5,1,23,1,392,1,1,46,1,26,1,4,1,23,1,7,1,4,2,2,3,1,2,3,9,1,2,4,6,1,4,1,89,12,3,3,2,3,9,6,3,7,3,1,2,7,4,4,2,1,5,1,5,222,4,10,6,4,4,4,3,4,1,12,2,1,4,5,2,66,5,7,3,1,4,3,4,1,2,1,33,2,2,1,1,11,4,2,9,6,1,1,1,3,1,4,11,4,12,5,4,3,2,4,217,2,4,1,93,4,7
"26",3,2,4,2,3,2,1,5,4,1,2,17,4,4,1,2,17,1,3,3,2,7,1,3,3,3,9,1,1,7,6,8,1,10,1,4,2,2,5,1,2,2,1,2,3,3,6,107,2,1,3,1,1,4,2,4,10,8,2,1,7,17,1,2,1,1,1,1,2,35,3,1,2,102,7,5,19,2,2,11,3,2,1,2,5,3,2,2,42,1,4,1,2,1,2,10,29,234,2,3,2,14,1,4,2,5,46,1,6,4,2,4,1,1,4,1,4,3,3,1,2,2,5,2,1,2,1,3,1,1,3,1,22,1,3,3,3,8,2,2,3,1,3,1,1,1,2,2,1,1,2,2,8,2,5,1,9,51,1,2,1,115,4,2,2,1,3,1,9,69,4,3,12,2,7,1,3,2,1,20,3,1,2,3,4,6,3,1,16,1,2,6,5,2,3,1,1,1,177,2
"27",2,1,3,3,99,1,4,1,2,5,3,2,5,1,2,1,1,2,5,1,3,1,2,1,1,1,1,2,7,4,4,4,2,1,2,3,1,1,102,4,1,5,2,1,1,1,20,1,8,2,1,2,3,3,1,2,1,5,1,3,2,2,3,4,2,3,2,2,1,3,4,5,1,2,1,2,3,6,1,3,10,1,2,1,3,2,1,1,1,2,9,2,5,2,11,2,54,12,12,4,3,2,2,3,1,2,20,7,3,2,3,1,2,2,3,3,1,18,2,2,22,1,1,1,4,3,2,1,3,7,2,2,2,2,1,2,1,1,4,1,4,2,1,2,197,2,1,3,2,2,1,19,1,8,2,2,1,4,2,3,2,1,23,1,1,2,7,3,7,3,3,37,5,38,2,2,1,1,2,3,2,4,1,2,2,2,1,4,2,3,1,1,2,1,4,3,3,2,2,1
"28",1,6,48,10,23,6,5,3,15,4,5,4,7,2,9,3,236,9,4,26,7,21,3,2,5,9,2,3,153,2,7,14,3,40,35,164,77,3,2,2,3,3,6,5,7,7,23,3,72,3,33,6,4,15,5,8,3,9,3,4,25,12,2,6,3,9,46,10,7,8,17,131,3,3,3,10,1,1,7,2,13,3,8,3,24,1,16,10,6,16,114,3,35,3,70,8,426,30,1,5,1,18,10,52,6,19,11,48,5,95,14,2,4,7,2,2,2,2,7,3,3,5,104,3,14,43,8,2,2,10,1,5,82,69,2,5,2,86,44,3,15,5,2,5,45,7,47,5,4,4,6,9,30,6,139,3,3,3,3,4,18,4,3,5,4,3,181,7,1,199,25,209,3,19,67,11,287,4,9,25,693,3,132,4,1,84,2,5,17,32,20,2,1,12,1,2,24,3,8,3
"29",9,5,1,1,6,7,3,6,1,2,4,1,1,3,3,24,3,5,2,8,4,12,8,4,4,21,455,18,3,1,11,3,23,57,9,18,53,4,3,3,38,4,10,7,4,5,25,10,1,12,2,3,21,14,3,3,4,2,4,182,1,1,4,21,4,10,40,3,4,4,13,2,32,4,4,3,4,13,4,4,2,32,3,49,1,5,26,5,79,37,5,379,6,5,5,11,2,7,3,2,9,3,4,2,18,4,1,6,1,1,4,3,619,37,52,41,3,30,4,7,5,31,22,6,2,5,11,18,6,2,7,9,3,17,4,1,13,2,7,38,2,3,12,28,61,29,5,1,3,243,3,3,2,3,125,8,2,5,4,1,37,6,1,3,14,21,27,11,2,1,1,1,2,35,1,3,8,3,3,2,4,5,10,5,13,1,22,8,202,16,5,7,3,590,5,6,21,104,1,9
"30",19,4,2,4,2,8,2,2,8,3,1,30,2,5,13,20,2,73,1,2,1,11,18,5,2,2,18,6,2,3,3,1,4,19,16,1,5,5,1,21,44,1,3,3,2,2,1,6,3,10,7,4,2,2,24,1,2,1,28,2,57,7,5,1,7,4,73,4,3,1,1,3,4,1,2,1,2,7,3,1,12,21,4,6,2,4,3,4,2,5,1,52,1,356,1,1,48,1,19,1,4,1,92,1,10,1,4,4,2,3,1,5,3,15,1,4,5,8,1,4,1,157,31,4,3,1,3,10,7,3,8,3,1,3,9,4,4,3,1,8,1,4,295,4,17,9,7,4,5,3,4,1,42,1,1,4,6,1,57,8,6,3,2,4,3,4,1,2,4,28,2,2,1,1,12,4,2,9,8,1,1,2,3,1,3,10,5,20,9,4,3,3,4,206,2,5,2,153,4,8
"31",3,2,3,1,4,2,1,12,5,1,2,11,3,3,1,2,23,2,3,3,2,10,2,4,2,3,11,1,2,10,4,5,1,5,1,5,2,1,5,1,2,3,1,2,3,3,7,15,3,6,2,2,1,3,1,4,6,6,3,1,33,5,2,5.5,1,1,1,1,2,38,6,1,2,68,5,4,30,6,3,5,4,2,3,2,1,1,3,3,16,1,3,1,2,2,1,6,4,91,1,2,1,11,1,2,2,6,13,1,4,5,2,5,2,2,4,2,3,2,1,1,3,1,10,2,1,2,1,2,1,1,3,1,4,1,3,4,3,3,2,3,3,1,2,2,1,2,2,2,4,2,2,2,9,2,3,2,14,22,1,2,2,70,9,2,2,1,4,1,6,53,4,3,5,2,3,1,3,1,1,14,3,1,1,2,4,5,3,2,13,1,2,6,5,2,3,1,2,1,113,2
